Sheet,Cell,Formula,Evaluated Value
RevCHACount,NE2,"=_xlfn.XLOOKUP(NE4,Computes!$C$2:$C$181,Computes!$E$2:$E$181)",8
RevCHACount,NF2,"=_xlfn.XLOOKUP(NF4,Computes!$C$2:$C$181,Computes!$E$2:$E$181)",8
RevCHACount,NG2,"=_xlfn.XLOOKUP(NG4,Computes!$C$2:$C$181,Computes!$E$2:$E$181)",8
RevCHACount,NH2,"=_xlfn.XLOOKUP(NH4,Computes!$C$2:$C$181,Computes!$E$2:$E$181)",9
RevCHACount,NI2,"=_xlfn.XLOOKUP(NI4,Computes!$C$2:$C$181,Computes!$E$2:$E$181)",9
RevCHACount,M3,"=_xlfn.XLOOKUP(M4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,N3,"=_xlfn.XLOOKUP(N4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,O3,"=_xlfn.XLOOKUP(O4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,P3,"=_xlfn.XLOOKUP(P4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,Q3,"=_xlfn.XLOOKUP(Q4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,R3,"=_xlfn.XLOOKUP(R4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,S3,"=_xlfn.XLOOKUP(S4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,T3,"=_xlfn.XLOOKUP(T4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,U3,"=_xlfn.XLOOKUP(U4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,V3,"=_xlfn.XLOOKUP(V4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,W3,"=_xlfn.XLOOKUP(W4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,X3,"=_xlfn.XLOOKUP(X4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,Y3,"=_xlfn.XLOOKUP(Y4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,Z3,"=_xlfn.XLOOKUP(Z4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,AA3,"=_xlfn.XLOOKUP(AA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,AB3,"=_xlfn.XLOOKUP(AB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,AC3,"=_xlfn.XLOOKUP(AC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,AD3,"=_xlfn.XLOOKUP(AD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,AE3,"=_xlfn.XLOOKUP(AE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,AF3,"=_xlfn.XLOOKUP(AF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,AG3,"=_xlfn.XLOOKUP(AG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,AH3,"=_xlfn.XLOOKUP(AH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,AI3,"=_xlfn.XLOOKUP(AI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,AJ3,"=_xlfn.XLOOKUP(AJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,AK3,"=_xlfn.XLOOKUP(AK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,AL3,"=_xlfn.XLOOKUP(AL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,AM3,"=_xlfn.XLOOKUP(AM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,AN3,"=_xlfn.XLOOKUP(AN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,AO3,"=_xlfn.XLOOKUP(AO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,AP3,"=_xlfn.XLOOKUP(AP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,AQ3,"=_xlfn.XLOOKUP(AQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,AR3,"=_xlfn.XLOOKUP(AR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,AS3,"=_xlfn.XLOOKUP(AS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,AT3,"=_xlfn.XLOOKUP(AT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,AU3,"=_xlfn.XLOOKUP(AU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,AV3,"=_xlfn.XLOOKUP(AV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,AW3,"=_xlfn.XLOOKUP(AW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,AX3,"=_xlfn.XLOOKUP(AX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,AY3,"=_xlfn.XLOOKUP(AY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,AZ3,"=_xlfn.XLOOKUP(AZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,BA3,"=_xlfn.XLOOKUP(BA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,BB3,"=_xlfn.XLOOKUP(BB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,BC3,"=_xlfn.XLOOKUP(BC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,BD3,"=_xlfn.XLOOKUP(BD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,BE3,"=_xlfn.XLOOKUP(BE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,BF3,"=_xlfn.XLOOKUP(BF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,BG3,"=_xlfn.XLOOKUP(BG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,BH3,"=_xlfn.XLOOKUP(BH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,BI3,"=_xlfn.XLOOKUP(BI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,BJ3,"=_xlfn.XLOOKUP(BJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,BK3,"=_xlfn.XLOOKUP(BK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,BL3,"=_xlfn.XLOOKUP(BL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,BM3,"=_xlfn.XLOOKUP(BM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,BN3,"=_xlfn.XLOOKUP(BN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,BO3,"=_xlfn.XLOOKUP(BO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,BP3,"=_xlfn.XLOOKUP(BP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,BQ3,"=_xlfn.XLOOKUP(BQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,BR3,"=_xlfn.XLOOKUP(BR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,BS3,"=_xlfn.XLOOKUP(BS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,BT3,"=_xlfn.XLOOKUP(BT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,BU3,"=_xlfn.XLOOKUP(BU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,BV3,"=_xlfn.XLOOKUP(BV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,BW3,"=_xlfn.XLOOKUP(BW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,BX3,"=_xlfn.XLOOKUP(BX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,BY3,"=_xlfn.XLOOKUP(BY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,BZ3,"=_xlfn.XLOOKUP(BZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,CA3,"=_xlfn.XLOOKUP(CA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,CB3,"=_xlfn.XLOOKUP(CB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,CC3,"=_xlfn.XLOOKUP(CC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,CD3,"=_xlfn.XLOOKUP(CD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,CE3,"=_xlfn.XLOOKUP(CE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,CF3,"=_xlfn.XLOOKUP(CF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,CG3,"=_xlfn.XLOOKUP(CG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,CH3,"=_xlfn.XLOOKUP(CH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,CI3,"=_xlfn.XLOOKUP(CI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,CJ3,"=_xlfn.XLOOKUP(CJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,CK3,"=_xlfn.XLOOKUP(CK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,CL3,"=_xlfn.XLOOKUP(CL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,CM3,"=_xlfn.XLOOKUP(CM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,CN3,"=_xlfn.XLOOKUP(CN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,CO3,"=_xlfn.XLOOKUP(CO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,CP3,"=_xlfn.XLOOKUP(CP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,CQ3,"=_xlfn.XLOOKUP(CQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,CR3,"=_xlfn.XLOOKUP(CR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,CS3,"=_xlfn.XLOOKUP(CS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,CT3,"=_xlfn.XLOOKUP(CT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,CU3,"=_xlfn.XLOOKUP(CU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,CV3,"=_xlfn.XLOOKUP(CV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,CW3,"=_xlfn.XLOOKUP(CW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,CX3,"=_xlfn.XLOOKUP(CX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,CY3,"=_xlfn.XLOOKUP(CY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,CZ3,"=_xlfn.XLOOKUP(CZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,DA3,"=_xlfn.XLOOKUP(DA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,DB3,"=_xlfn.XLOOKUP(DB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,DC3,"=_xlfn.XLOOKUP(DC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,DD3,"=_xlfn.XLOOKUP(DD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,DE3,"=_xlfn.XLOOKUP(DE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,DF3,"=_xlfn.XLOOKUP(DF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,DG3,"=_xlfn.XLOOKUP(DG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,DH3,"=_xlfn.XLOOKUP(DH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,DI3,"=_xlfn.XLOOKUP(DI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,DJ3,"=_xlfn.XLOOKUP(DJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,DK3,"=_xlfn.XLOOKUP(DK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,DL3,"=_xlfn.XLOOKUP(DL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,DM3,"=_xlfn.XLOOKUP(DM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,DN3,"=_xlfn.XLOOKUP(DN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,DO3,"=_xlfn.XLOOKUP(DO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,DP3,"=_xlfn.XLOOKUP(DP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,DQ3,"=_xlfn.XLOOKUP(DQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,DR3,"=_xlfn.XLOOKUP(DR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,DS3,"=_xlfn.XLOOKUP(DS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,DT3,"=_xlfn.XLOOKUP(DT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,DU3,"=_xlfn.XLOOKUP(DU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,DV3,"=_xlfn.XLOOKUP(DV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,DW3,"=_xlfn.XLOOKUP(DW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,DX3,"=_xlfn.XLOOKUP(DX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,DY3,"=_xlfn.XLOOKUP(DY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,DZ3,"=_xlfn.XLOOKUP(DZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,EA3,"=_xlfn.XLOOKUP(EA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,EB3,"=_xlfn.XLOOKUP(EB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,EC3,"=_xlfn.XLOOKUP(EC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,ED3,"=_xlfn.XLOOKUP(ED4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,EE3,"=_xlfn.XLOOKUP(EE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,EF3,"=_xlfn.XLOOKUP(EF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,EG3,"=_xlfn.XLOOKUP(EG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,EH3,"=_xlfn.XLOOKUP(EH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,EI3,"=_xlfn.XLOOKUP(EI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,EJ3,"=_xlfn.XLOOKUP(EJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,EK3,"=_xlfn.XLOOKUP(EK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,EL3,"=_xlfn.XLOOKUP(EL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,EM3,"=_xlfn.XLOOKUP(EM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,EN3,"=_xlfn.XLOOKUP(EN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,EO3,"=_xlfn.XLOOKUP(EO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,EP3,"=_xlfn.XLOOKUP(EP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,EQ3,"=_xlfn.XLOOKUP(EQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,ER3,"=_xlfn.XLOOKUP(ER4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,ES3,"=_xlfn.XLOOKUP(ES4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,ET3,"=_xlfn.XLOOKUP(ET4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,EU3,"=_xlfn.XLOOKUP(EU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,EV3,"=_xlfn.XLOOKUP(EV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,EW3,"=_xlfn.XLOOKUP(EW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,EX3,"=_xlfn.XLOOKUP(EX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,EY3,"=_xlfn.XLOOKUP(EY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,EZ3,"=_xlfn.XLOOKUP(EZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,FA3,"=_xlfn.XLOOKUP(FA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,FB3,"=_xlfn.XLOOKUP(FB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,FC3,"=_xlfn.XLOOKUP(FC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,FD3,"=_xlfn.XLOOKUP(FD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,FE3,"=_xlfn.XLOOKUP(FE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,FF3,"=_xlfn.XLOOKUP(FF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,FG3,"=_xlfn.XLOOKUP(FG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,FH3,"=_xlfn.XLOOKUP(FH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,FI3,"=_xlfn.XLOOKUP(FI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,FJ3,"=_xlfn.XLOOKUP(FJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,FK3,"=_xlfn.XLOOKUP(FK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,FL3,"=_xlfn.XLOOKUP(FL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,FM3,"=_xlfn.XLOOKUP(FM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,FN3,"=_xlfn.XLOOKUP(FN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,FO3,"=_xlfn.XLOOKUP(FO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,FP3,"=_xlfn.XLOOKUP(FP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,FQ3,"=_xlfn.XLOOKUP(FQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,FR3,"=_xlfn.XLOOKUP(FR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,FS3,"=_xlfn.XLOOKUP(FS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,FT3,"=_xlfn.XLOOKUP(FT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,FU3,"=_xlfn.XLOOKUP(FU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,FV3,"=_xlfn.XLOOKUP(FV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,FW3,"=_xlfn.XLOOKUP(FW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,FX3,"=_xlfn.XLOOKUP(FX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,FY3,"=_xlfn.XLOOKUP(FY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,FZ3,"=_xlfn.XLOOKUP(FZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,GA3,"=_xlfn.XLOOKUP(GA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,GB3,"=_xlfn.XLOOKUP(GB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,GC3,"=_xlfn.XLOOKUP(GC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,GD3,"=_xlfn.XLOOKUP(GD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,GE3,"=_xlfn.XLOOKUP(GE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,GF3,"=_xlfn.XLOOKUP(GF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,GG3,"=_xlfn.XLOOKUP(GG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,GH3,"=_xlfn.XLOOKUP(GH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,GI3,"=_xlfn.XLOOKUP(GI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,GJ3,"=_xlfn.XLOOKUP(GJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,GL3,"=_xlfn.XLOOKUP(GL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,GM3,"=_xlfn.XLOOKUP(GM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,GN3,"=_xlfn.XLOOKUP(GN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,GO3,"=_xlfn.XLOOKUP(GO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,GP3,"=_xlfn.XLOOKUP(GP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,GQ3,"=_xlfn.XLOOKUP(GQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,GR3,"=_xlfn.XLOOKUP(GR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,GS3,"=_xlfn.XLOOKUP(GS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,GT3,"=_xlfn.XLOOKUP(GT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,GU3,"=_xlfn.XLOOKUP(GU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,GV3,"=_xlfn.XLOOKUP(GV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,GW3,"=_xlfn.XLOOKUP(GW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,GX3,"=_xlfn.XLOOKUP(GX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,GY3,"=_xlfn.XLOOKUP(GY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,GZ3,"=_xlfn.XLOOKUP(GZ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,HA3,"=_xlfn.XLOOKUP(HA4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,HB3,"=_xlfn.XLOOKUP(HB4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,HC3,"=_xlfn.XLOOKUP(HC4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,HD3,"=_xlfn.XLOOKUP(HD4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,HE3,"=_xlfn.XLOOKUP(HE4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,HF3,"=_xlfn.XLOOKUP(HF4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,HG3,"=_xlfn.XLOOKUP(HG4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,HH3,"=_xlfn.XLOOKUP(HH4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,HI3,"=_xlfn.XLOOKUP(HI4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,HJ3,"=_xlfn.XLOOKUP(HJ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,HK3,"=_xlfn.XLOOKUP(HK4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,HL3,"=_xlfn.XLOOKUP(HL4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,HM3,"=_xlfn.XLOOKUP(HM4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,HN3,"=_xlfn.XLOOKUP(HN4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,HO3,"=_xlfn.XLOOKUP(HO4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,HP3,"=_xlfn.XLOOKUP(HP4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,HQ3,"=_xlfn.XLOOKUP(HQ4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,HR3,"=_xlfn.XLOOKUP(HR4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
RevCHACount,HS3,"=_xlfn.XLOOKUP(HS4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",4
RevCHACount,HT3,"=_xlfn.XLOOKUP(HT4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",5
RevCHACount,HU3,"=_xlfn.XLOOKUP(HU4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",6
RevCHACount,HV3,"=_xlfn.XLOOKUP(HV4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",7
RevCHACount,HW3,"=_xlfn.XLOOKUP(HW4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",1
RevCHACount,HX3,"=_xlfn.XLOOKUP(HX4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",2
RevCHACount,HY3,"=_xlfn.XLOOKUP(HY4,Computes!$C$2:$C$181,Computes!$D$2:$D$181)",3
